210301,Aportes para salud,CEVA,CEVA202000007 . PAGO PAGAR MES DE ENERO DE 2020 APORTES A SALUD DE LA EMPM. EMPOPOTOSI,5011,31,837000084,,,,,,EPS INDIGENA MALLAMAS,CRA 4 N 4 56 AV PANAMERICANA,Narino,52,Ipiales,356,169,0,250845,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000037 . PAGO PAGO APORTES SALUD MES DE FEBRERO,5011,31,837000084,,,,,,EPS INDIGENA MALLAMAS,CRA 4 N 4 56 AV PANAMERICANA,Narino,52,Ipiales,356,169,0,170095,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000039 . PAGO PAGO APORTES SALUD MES DE FEBRERO DE 2020,5011,31,901097473,5,,,,,MEDIMAS EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,74939,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000060 . PAGO PAGAR MES DE MARZO 2020 APORTES A SALUD DE LA ESP EMPOPOTOSI,5011,31,837000084,,,,,,EPS INDIGENA MALLAMAS,CRA 4 N 4 56 AV PANAMERICANA,Narino,52,Ipiales,356,169,0,169895,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000084 . PAGO PAGAR MES DE ABRIL 2020 APORTES A SALUD DE LA ESP EMPOPOTOSI,5011,31,837000084,,,,,,EPS INDIGENA MALLAMAS,CRA 4 N 4 56 AV PANAMERICANA,Narino,52,Ipiales,356,169,0,169895,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000110 . PAGO PAGAR MES DE MAYO DE 2020 APORTES A SALUD DE LA ESP EMPOPOTOSI,5011,31,837000084,,,,,,EPS INDIGENA MALLAMAS,CRA 4 N 4 56 AV PANAMERICANA,Narino,52,Ipiales,356,169,0,169895,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000238 . PAGO PAGO SALUD MES DE JULIO DE 2020,5011,31,900156264,2,,,,,NUEVA EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,169800,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000181 . PAGO PAGO APORTE SALUD MES DE AGOSTO DE 2020,5011,31,900156264,2,,,,,NUEVA EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,169800,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000182 . PAGO PAGO SALUD MES DE SEPTIEMBRE DE 2020,5011,31,900156264,2,,,,,NUEVA EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,169800,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000270 . PAGO APORTE SALUD MES DE OCTUBRE DE 2020,5011,31,900156264,2,,,,,NUEVA EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,169800,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000283 . PAGO PAGO APORTE SALUD MES DE NOVIEMBRE DE 2020,5011,31,900156264,2,,,,,NUEVA EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,169800,0,0,0,0,0,0,0
210301,Aportes para salud,CEVA,CEVA2020000354 . PAGO PAGO APORTE DE SALUD MES DE DICIEMBRE DE 2020,5011,31,900156264,2,,,,,NUEVA EPS,BARRIO EL CENTRO,Narino,52,Aldana,022,169,0,169800,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000034 . PAGO PAGO APORTE DE RIESGOS LABORALES MES DE ENERO DE 2020,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,49018,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000057 . PAGO PAGAR MES DE FEBRERO DE 2020 APORTES A RIESGOS LABORALES DE LA EMPOPOTOSI,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,48918,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000081 . PAGO PAGO MES DE MARZO 2020 APORTES A RIESGOS LABORALES DE LA ESP EMPOPOTOSI,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,48918,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000116 . PAGO PAGAR MES DE ABRIL DE 2020 APORTES A RIESGOS LABORALES DE LA ESP EMPOPOTOSI,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,48918,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000244 . PAGO APORTE DE NOMINA MES DE JUNIO DE 2020,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,10500,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000175 . PAGO PAGO APORTE NOMINA MES DE JULIO DE 2020,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,48700,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000190 . PAGO PAGO APORTE NOMINA MES DE AGOSTO DE 2020,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,48700,0,0,0,0,0,0,0
210302,Aportes ARP,CEVA,CEVA2020000274 . PAGO PAGO APORTE DE NOMINA MES DE SEPTIEMBRE DE 2020,5011,31,860011153,6,,,,,POSITIVA COMPAÑIA DE SEGUROS,BARRIO EL CENTRO,Narino,52,San Juan de Pasto,001,169,0,48700,0,0,0,0,0,0,0
